,alias,categories,id,image_url,name,price,rating,review_count,transactions,url,long,lat,geometry,neighbourhood,price_int,chain,store_add1,store_add2,store_add3,store_zip_code
856,starbucks-los-angeles-499,['coffee'],Lp9_VcheraAs5gM55AtgWg,https://s3-media1.fl.yelpcdn.com/bphoto/mttatiwbmP46n2fFvfgQiA/o.jpg,Starbucks,,1.5,6,[],https://www.yelp.com/biz/starbucks-los-angeles-499?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.40206,33.942313,POINT (-118.40206 33.942313),Westchester,,True,201 World Way,,LAX T6 Evenings and Reserve,90045
857,starbucks-los-angeles-491,['coffee'],J0raZmKzO4cZECEKvnT3NQ,https://s3-media4.fl.yelpcdn.com/bphoto/JuG81zRU-o-uyj2b4ul8hA/o.jpg,Starbucks,$$,2.0,109,[],https://www.yelp.com/biz/starbucks-los-angeles-491?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.40231000000001,33.94506,POINT (-118.40231 33.94506),Westchester,2.0,True,201 World Way,,,90045
858,starbucks-los-angeles-80,['coffee'],ViJSK88Ug39ruabjT0U9vg,https://s3-media3.fl.yelpcdn.com/bphoto/3jQnzE0Kb8UJHxt2mWqM5w/o.jpg,Starbucks,$$,2.0,19,[],https://www.yelp.com/biz/starbucks-los-angeles-80?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.404062726003,33.9462703727292,POINT (-118.404062726003 33.9462703727292),Westchester,2.0,True,201 World Way,,LAX Terminal 7,90045
859,la-provence-campanille-los-angeles-2,"['desserts', 'coffee', 'bakeries']",HPVRIB3FkcvXyPh_ikcdvg,https://s3-media2.fl.yelpcdn.com/bphoto/W5UV2aiSyVtcgniTwfXLkg/o.jpg,La Provence/Campanille,$$,1.0,7,[],https://www.yelp.com/biz/la-provence-campanille-los-angeles-2?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.406547,33.940689,POINT (-118.406547 33.940689),Westchester,2.0,False,1 World Way,,Terminal 4 (American Airlines),90045
860,the-coffee-bean-and-tea-leaf-los-angeles-116,['coffee'],f2qG3QsALcu1mrI_n_ZO0g,https://s3-media2.fl.yelpcdn.com/bphoto/h_uq63F8w2TygyWFFZZVkw/o.jpg,The Coffee Bean & Tea Leaf,,5.0,12,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-116?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39268,33.94613,POINT (-118.39268 33.94613),Westchester,,True,6151 West Century Blvd,,,90045
861,klatch-coffee-los-angeles-4,"['coffee', 'sandwiches']",bayq2Po9HJNrNG8c-2t-YQ,https://s3-media4.fl.yelpcdn.com/bphoto/6wLqJ-JlO6CggxiDExUmxg/o.jpg,Klatch Coffee,$,3.0,271,[],https://www.yelp.com/biz/klatch-coffee-los-angeles-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39973300000001,33.941884,POINT (-118.399733 33.941884),Westchester,1.0,False,1 World Way,,LAX Terminal 7,90045
862,starbucks-los-angeles-194,['coffee'],kkj_2X_u0-P2ZxmmRvC6Fw,https://s3-media3.fl.yelpcdn.com/bphoto/KpPpR1csRZSDdSi8HvniFQ/o.jpg,Starbucks,$,3.0,35,[],https://www.yelp.com/biz/starbucks-los-angeles-194?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.390868,33.946358000000004,POINT (-118.390868 33.946358),Westchester,1.0,True,6101 W Century Blvd,,Sheraton Gateway Hotel,90045
863,peets-coffee-los-angeles-8,['coffee'],cJcSK4k6w2cjyzcz57JMKQ,https://s3-media3.fl.yelpcdn.com/bphoto/1HO6zqQA_Xl92JL4KpRNZA/o.jpg,Peet's Coffee,$$,2.5,17,[],https://www.yelp.com/biz/peets-coffee-los-angeles-8?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.388743877274,33.942735139745196,POINT (-118.388743877274 33.9427351397452),Westchester,2.0,True,6040 Avion Dr,Terminal 3,,90045
864,starbucks-los-angeles-363,['coffee'],_LXjYqkt8fHkTGiwN6XHQQ,https://s3-media4.fl.yelpcdn.com/bphoto/NwnhvJJfyASEgPn1JNNMxA/o.jpg,Starbucks,$$,3.5,26,[],https://www.yelp.com/biz/starbucks-los-angeles-363?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.387247,33.946028396307696,POINT (-118.387247 33.9460283963077),Westchester,2.0,True,5933 W Century Blvd,,,90045
865,the-coffee-bean-and-tea-leaf-los-angeles-117,['coffee'],_TiMM2MTLrXx7ReNdC5Upw,https://s3-media1.fl.yelpcdn.com/bphoto/8OOTNHqR7qIeI2KHa493ZQ/o.jpg,The Coffee Bean & Tea Leaf,$$,2.5,33,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-117?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39844,33.9444,POINT (-118.39844 33.9444),Westchester,2.0,True,1 World Way,Terminal 7,,90045
866,urth-cafe-los-angeles-2,"['organic_stores', 'coffee', 'breakfast_brunch']",4BW08K4ggiwqa7hzW3ExZw,https://s3-media3.fl.yelpcdn.com/bphoto/9ciSzwbOh903inJ4ke3f9A/o.jpg,Urth Cafe,,2.0,7,[],https://www.yelp.com/biz/urth-cafe-los-angeles-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39844,33.9444,POINT (-118.39844 33.9444),Westchester,,False,1 World Way,,,90045
867,the-coffee-bean-and-tea-leaf-los-angeles-120,['coffee'],4_wT3zGlEeLInWpeAm-ARQ,https://s3-media2.fl.yelpcdn.com/bphoto/FhZwqFLpb4VavgUQq-YA1Q/o.jpg,The Coffee Bean & Tea Leaf,$$,2.5,40,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-120?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3981328,33.9446848,POINT (-118.3981328 33.9446848),Westchester,2.0,True,1 World Way,Terminal 8,,90045
868,dunkin-donuts-express-los-angeles,"['coffee', 'donuts']",Fi_U_-5MYDTylPoqvxr1XQ,https://s3-media3.fl.yelpcdn.com/bphoto/mRRBQc-khOiyfZ5lAI7_jg/o.jpg,Dunkin' Donuts Express,$,3.5,5,[],https://www.yelp.com/biz/dunkin-donuts-express-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.39979339953399,33.9427687894529,POINT (-118.399793399534 33.9427687894529),Westchester,1.0,False,400 World Way,Terminal 7 Baggage (Arrivals),,90045
869,starbucks-los-angeles-249,['coffee'],-4zE7H2lK53hbosBwH4lEQ,https://s3-media1.fl.yelpcdn.com/bphoto/nvE0JcNu1_6rEntS18ZiNQ/o.jpg,Starbucks,$,3.5,29,[],https://www.yelp.com/biz/starbucks-los-angeles-249?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.384399,33.946298999999996,POINT (-118.384399 33.946299),Westchester,1.0,True,5855 W Century Blvd,,Marriott Los Angeles Int'l Airport,90045
870,cafe-blvd-los-angeles,"['cafes', 'coffee']",8ncSJBvwNAZYv32xMlVLIA,https://s3-media2.fl.yelpcdn.com/bphoto/IifFXERQNoUlblKwhoBYFQ/o.jpg,Cafe Blvd,,3.5,3,[],https://www.yelp.com/biz/cafe-blvd-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.37409209999998,33.944561,POINT (-118.3740921 33.944561),Westchester,,False,5400 West Century Blvd,,Westin Hotel,90045
871,mcdonalds-los-angeles-74,"['hotdogs', 'burgers', 'coffee']",LPsCxHcp0iaod1knSTKjlQ,https://s3-media4.fl.yelpcdn.com/bphoto/Sx8nejaqgj-BAjZXWZm3eA/o.jpg,McDonald's,$,2.5,104,[],https://www.yelp.com/biz/mcdonalds-los-angeles-74?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.37083999999999,33.94573,POINT (-118.37084 33.94573),Westchester,1.0,True,5223 W Century Blvd,,,90045
872,the-coffee-bean-and-tea-leaf-los-angeles-56,['coffee'],Ozib8slrEtrK72vpmdWylA,https://s3-media2.fl.yelpcdn.com/bphoto/2Wh2Qld89fNU2CYHD5nZCg/o.jpg,The Coffee Bean & Tea Leaf,$,4.0,100,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-los-angeles-56?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.41943799999999,33.959595,POINT (-118.419438 33.959595),Westchester,1.0,True,8601 S Lincoln Blvd,Ste 140,,90045
873,starbucks-los-angeles-355,['coffee'],4G3kFF_nTSm9w2eOVR9kFg,https://s3-media4.fl.yelpcdn.com/bphoto/iW9-zuhaqhtjj-9HMfbQBA/o.jpg,Starbucks,$$,3.5,14,[],https://www.yelp.com/biz/starbucks-los-angeles-355?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.418457,33.9583896755228,POINT (-118.418457 33.9583896755228),Westchester,2.0,True,8701 Lincoln Blvd,,Ralph's - Los Angeles #278,90045
874,the-coffee-company-los-angeles-2,"['coffee', 'breakfast_brunch', 'newamerican']",Wz4LD7ABfwggHnICV30L6Q,https://s3-media2.fl.yelpcdn.com/bphoto/bNhhNDxh_R-IorN1Px_PXw/o.jpg,The Coffee Company,$$,4.0,1308,[],https://www.yelp.com/biz/the-coffee-company-los-angeles-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39453600000002,33.957594,POINT (-118.394536 33.957594),Westchester,2.0,False,8751 La Tijera Blvd,,,90045
875,caf̩-solar-los-angeles-2,"['coffee', 'breakfast_brunch', 'newamerican']",Fp1MXQ47IqqDAb2G-akGwQ,https://s3-media2.fl.yelpcdn.com/bphoto/c58kOeNc6Vo0119-VQw4IQ/o.jpg,Caf̩ Solar,$$,4.0,308,['pickup'],https://www.yelp.com/biz/caf%C3%A9-solar-los-angeles-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39456000000001,33.9595,POINT (-118.39456 33.9595),Westchester,2.0,False,6224 W Manchester Ave,,,90045
876,lattes-on-location-los-angeles-5,"['catering', 'coffee']",LJVxOnefY6Wo_0uzGtxaYw,https://s3-media2.fl.yelpcdn.com/bphoto/24PrG82xwGCR_wa78me4Yg/o.jpg,Lattes On Location,,5.0,18,[],https://www.yelp.com/biz/lattes-on-location-los-angeles-5?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.375694274902,33.9722213745117,POINT (-118.375694274902 33.9722213745117),Westchester,,False,,,,90045
877,starbucks-los-angeles-101,['coffee'],qLlniG4grr_Tw7d-msd1_Q,https://s3-media1.fl.yelpcdn.com/bphoto/IJRzXYypu6RVywtD4qcZBg/o.jpg,Starbucks,$,3.0,154,[],https://www.yelp.com/biz/starbucks-los-angeles-101?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39692099999999,33.956711999999996,POINT (-118.396921 33.956712),Westchester,1.0,True,8817 South Sepulveda Blvd.,,,90045
878,starbucks-westchester-4,['coffee'],Tg5ECzjWDL_CMaTw0GI17g,https://s3-media2.fl.yelpcdn.com/bphoto/obeEOIb5r8etNhqdx-P93Q/o.jpg,Starbucks,$,3.5,92,[],https://www.yelp.com/biz/starbucks-westchester-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39596304139401,33.956055,POINT (-118.395963041394 33.956055),Westchester,1.0,True,8844 S. Sepulveda Blvd,,,90045
879,l-aroma-espress-los-angeles,['coffee'],tzC4tkhugS0C-4aDANBjnA,,L'aroma Espress,,2.0,1,[],https://www.yelp.com/biz/l-aroma-espress-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.395126342773,33.9558792114258,POINT (-118.395126342773 33.9558792114258),Westchester,,False,8901 Sepulveda Eastway,,,90045
880,yum-yum-donuts-los-angeles-16,"['donuts', 'sandwiches', 'coffee']",nWxbyyVtmMEFzSt7i0-3WQ,https://s3-media2.fl.yelpcdn.com/bphoto/Uxsf68XwyQp3ubpqzwRDpA/o.jpg,Yum Yum Donuts,$,3.0,37,[],https://www.yelp.com/biz/yum-yum-donuts-los-angeles-16?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.38425,33.95953,POINT (-118.38425 33.95953),Westchester,1.0,True,5836 W Manchester,,,90045
881,7-eleven-los-angeles-117,"['convenience', 'coffee']",sLVJXAApFv2A6bH1RVVBLw,https://s3-media3.fl.yelpcdn.com/bphoto/uAj6sbEcmL-NTvJGWSRdnA/o.jpg,7-Eleven,$,3.0,21,[],https://www.yelp.com/biz/7-eleven-los-angeles-117?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.38518030941401,33.959497311102,POINT (-118.385180309414 33.959497311102),Westchester,1.0,True,5880 W Manchester Ave,,,90045
882,mcdonalds-los-angeles-139,"['hotdogs', 'burgers', 'coffee']",gN9MX6HebjuXBkIcUy-uTA,https://s3-media3.fl.yelpcdn.com/bphoto/GPAStyi9KrC0gUvd9hxmZw/o.jpg,McDonald's,$,2.0,109,[],https://www.yelp.com/biz/mcdonalds-los-angeles-139?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.38611200000001,33.959655,POINT (-118.386112 33.959655),Westchester,1.0,True,5908 W Manchester Ave,,,90045
883,kcs-crepes-cafe-los-angeles,"['coffee', 'creperies']",rv82HG_UPgWR-l1ambrq7A,https://s3-media2.fl.yelpcdn.com/bphoto/chmLp3-lcD6FntwF6HFQtQ/o.jpg,KC's Crepes Cafe,$,4.0,751,['pickup'],https://www.yelp.com/biz/kcs-crepes-cafe-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.420906,33.962223,POINT (-118.420906 33.962223),Westchester,1.0,False,8320 Lincoln Blvd,,,90045
884,caribou-coffee-los-angeles,"['coffee', 'juicebars']",AI-o9v_ZzdY7v3NkkWzcoA,https://s3-media3.fl.yelpcdn.com/bphoto/ZzXbKWWr7DXX812JLEmtVg/o.jpg,Caribou Coffee,$,4.5,3,[],https://www.yelp.com/biz/caribou-coffee-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.42226717130501,33.967557556794,POINT (-118.422267171305 33.967557556794),Westchester,1.0,False,1 Loyola Marymount University Dr,,,90045
885,starbucks-los-angeles-394,['coffee'],Lso7EGN4Z0caCzryLZpLJA,https://s3-media3.fl.yelpcdn.com/bphoto/QA9tUT9coOq-clc6StirSg/o.jpg,Starbucks,$,3.0,43,[],https://www.yelp.com/biz/starbucks-los-angeles-394?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.42006599999999,33.961763,POINT (-118.420066 33.961763),Westchester,1.0,True,8400 Lincoln Blvd.,,,90045
886,coco-fresh-tea-and-juice-los-angeles-10,"['bubbletea', 'juicebars', 'coffee']",7XVo9rvo6IsCGIT4MYPgHA,https://s3-media3.fl.yelpcdn.com/bphoto/E8Z3Scbb817x9OZgFoxgow/o.jpg,CoCo Fresh Tea and Juice,$,3.5,99,[],https://www.yelp.com/biz/coco-fresh-tea-and-juice-los-angeles-10?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.42074640000001,33.9617739,POINT (-118.4207464 33.9617739),Westchester,1.0,False,8336 Lincoln Blvd,,,90045
887,the-coffee-cart-at-lmu-los-angeles,"['coffee', 'bubbletea', 'bagels']",ueNpiI0HG5tv0CIRrgUlaw,https://s3-media3.fl.yelpcdn.com/bphoto/mRiTEBLqWnFovQryGLTm2g/o.jpg,The Coffee Cart at LMU,$$,4.5,3,[],https://www.yelp.com/biz/the-coffee-cart-at-lmu-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.41613899999999,33.969677000000004,POINT (-118.416139 33.969677),Westchester,2.0,False,1 Lmu Dr,,,90045
888,starbucks-los-angeles-401,['coffee'],lfnvc4ghavgSKzkrkGeQEw,https://s3-media1.fl.yelpcdn.com/bphoto/p1rkbkPtEqGn9zDZ05D6jg/o.jpg,Starbucks,$,2.0,5,[],https://www.yelp.com/biz/starbucks-los-angeles-401?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.41903,33.970721000000005,POINT (-118.41903 33.970721),Westchester,1.0,True,1 Lmu Dr,,Loyola Marymount University - Libra,90045
889,pure-energy-cafe-los-angeles,"['salad', 'breakfast_brunch', 'coffee']",0BVX3-M4XngwG3YDkXvbZw,https://s3-media1.fl.yelpcdn.com/bphoto/mNWB5JGHD3zPFYi_4k5bgA/o.jpg,Pure Energy Cafe,$$,4.0,99,"['delivery', 'pickup']",https://www.yelp.com/biz/pure-energy-cafe-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.393363,33.976406,POINT (-118.393363 33.976406),Westchester,2.0,False,6833 Park Ter,,,90045
890,starbucks-los-angeles-51,['coffee'],GQWy0jqLm3jSMGmyw26OWw,https://s3-media2.fl.yelpcdn.com/bphoto/UcGvPrI8jUkb8ukt9PGF2w/o.jpg,Starbucks,$,3.0,82,[],https://www.yelp.com/biz/starbucks-los-angeles-51?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39187,33.977731,POINT (-118.39187 33.977731),Westchester,1.0,True,6081 Center Drive,108,,90045
891,mcdonalds-los-angeles-119,"['burgers', 'hotdogs', 'coffee']",G5Y-htmjLHHE_eORbBv_aw,https://s3-media4.fl.yelpcdn.com/bphoto/2ObWhidwn6qGKil1GCzhCQ/o.jpg,McDonald's,$,2.0,42,[],https://www.yelp.com/biz/mcdonalds-los-angeles-119?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.37333999999998,33.975561600000006,POINT (-118.37334 33.97556160000001),Westchester,1.0,True,6904 La Tijera Blvd,,,90045
892,7-eleven-los-angeles-42,"['convenience', 'coffee']",fQWAPxHWkw3wFioNSJp4WA,https://s3-media1.fl.yelpcdn.com/bphoto/vX6DAX6KCucHvgpnW_Vpiw/o.jpg,7-Eleven,$,3.0,7,[],https://www.yelp.com/biz/7-eleven-los-angeles-42?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.376590803282,33.9766963760088,POINT (-118.376590803282 33.9766963760088),Westchester,1.0,True,5498 1/2 Centinela,,,90045
893,starbucks-los-angeles-488,['coffee'],iKlysGqr-gZl_TCAZWKiOA,https://s3-media1.fl.yelpcdn.com/bphoto/JeHPmAy0ORUAztYg-HHg0w/o.jpg,Starbucks,,4.0,2,[],https://www.yelp.com/biz/starbucks-los-angeles-488?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.37158000000001,33.97894,POINT (-118.37158 33.97894),Westchester,,True,5245 W Centinela Ave,,Ralph's - Los Angeles #185,90045
894,california-dining-airport-cafe-los-angeles,['cafes'],clhz1lnBK5MMZR7OLASobw,,California Dining Airport Cafe,,1.0,2,[],https://www.yelp.com/biz/california-dining-airport-cafe-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.405056,33.938437,POINT (-118.405056 33.938437),Westchester,,False,1 World Way,,,90045
895,urth-caff̩-and-bar-los-angeles-3,['cafes'],LoV4YKKopA7n_dLnSPhL1Q,https://s3-media2.fl.yelpcdn.com/bphoto/fTk6KpJ4TQBvkAnNVAjOyw/o.jpg,Urth Caff̩ & Bar,,2.0,101,[],https://www.yelp.com/biz/urth-caff%C3%A9-and-bar-los-angeles-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.4000094,33.9455945,POINT (-118.4000094 33.9455945),Westchester,,False,100 World Way,,Terminal One,90045
896,lemonade-los-angeles-9,"['cafes', 'newamerican', 'vegetarian']",NIfvfVLbXGlGJOm4tmHwvg,https://s3-media1.fl.yelpcdn.com/bphoto/OTzvVOS8WNyUq4eeowmnNQ/o.jpg,Lemonade,$$,3.5,740,[],https://www.yelp.com/biz/lemonade-los-angeles-9?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.40430640848999,33.9411074693798,POINT (-118.40430640849 33.9411074693798),Westchester,2.0,False,500 World Way,,,90045
897,blu2-los-angeles,['cafes'],hvwouNQ6MMGgeAwIz8t6iw,https://s3-media2.fl.yelpcdn.com/bphoto/FU9XgmyX7hzD5yewBGK7cg/o.jpg,Blu2,$$,2.5,4,[],https://www.yelp.com/biz/blu2-los-angeles?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.40119934081999,33.953098297119105,POINT (-118.40119934082 33.95309829711911),Westchester,2.0,False,Los Angeles Lax International Airport,,Lax Terminal 5,90045
898,the-original-rinaldis-deli-and-cafe-los-angeles,"['delis', 'cafes', 'sandwiches']",eifVDl7UWpK0TkrtbP9Hqw,https://s3-media4.fl.yelpcdn.com/bphoto/N44Ahgx_FpwiabkxLW7bHA/o.jpg,The Original Rinaldi's Deli and Cafe,$$,4.5,73,"['delivery', 'pickup']",https://www.yelp.com/biz/the-original-rinaldis-deli-and-cafe-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3935689,33.9458922,POINT (-118.3935689 33.9458922),Westchester,2.0,False,6171 W Century Blvd,,,90045
899,the-boulevard-market-cafe-los-angeles,"['salad', 'cafes', 'sandwiches']",oY0AnKtHVlEu8n6Wb68mjQ,https://s3-media4.fl.yelpcdn.com/bphoto/F_v6TBf3QigRe87rbT2DxA/o.jpg,The Boulevard Market Cafe,$,3.5,3,[],https://www.yelp.com/biz/the-boulevard-market-cafe-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.3889241,33.9458671,POINT (-118.3889241 33.9458671),Westchester,1.0,False,5985 W Century Blvd,,Crowne Plaza LAX Hotel,90045
900,marmalade-cafe-los-angeles-2,['cafes'],QjLQOUVdgGaJF2VE36WR6w,https://s3-media3.fl.yelpcdn.com/bphoto/Uq6yj9HpQTaCxGMwr-CApQ/o.jpg,Marmalade Cafe,$$,3.0,46,[],https://www.yelp.com/biz/marmalade-cafe-los-angeles-2?adjust_creative=6PdPuISJYyPX6jHw_isErw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6PdPuISJYyPX6jHw_isErw,-118.39739649155099,33.9428957204223,POINT (-118.397396491551 33.9428957204223),Westchester,2.0,True,10201-10899 Post Way,,,90045
901,courtyard-cafe-los-angeles,"['cafes', 'breakfast_brunch']",56bJBo7sZFMaxKymkI0TTA,https://s3-media2.fl.yelpcdn.com/bphoto/ODAzkdLnxmbAfcPhnq0O-g/o.jpg,Courtyard Cafe,$,4.5,177,[],https://www.yelp.com/biz/courtyard-cafe-los-angeles?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.39672,33.95486,POINT (-118.39672 33.95486),Westchester,1.0,False,8939 S Sepulveda Blvd,Ste 107,,90045
