,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,long,lat
10,tapioca-express-cerritos,"['coffee', 'bubbletea', 'juicebars']","{'latitude': 33.8712134118438, 'longitude': -118.059339345647}",(562) 860-6528,1963.0772092254529,RDGlGHnnZYI45BX7KSN7Vg,https://s3-media4.fl.yelpcdn.com/bphoto/Qy8ZPrLbuad-JvWP8XWwiA/o.jpg,False,"{'address1': '12751 Towne Center Dr', 'address2': 'Ste B2', 'address3': '', 'city': 'Cerritos', 'zip_code': '90703', 'country': 'US', 'state': 'CA', 'display_address': ['12751 Towne Center Dr', 'Ste B2', 'Cerritos, CA 90703']}",Tapioca Express,15628606528.0,$,3.5,176,[],https://www.yelp.com/biz/tapioca-express-cerritos?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.059339345647,33.8712134118438
11,7-eleven-artesia-2,"['convenience', 'coffee']","{'latitude': 33.8726581493366, 'longitude': -118.072338849306}",(562) 402-2333,2238.405378306619,9OaR2DBqmr69gj5kobljBg,https://s3-media1.fl.yelpcdn.com/bphoto/2STXtIj4AHDX5OY6jCdQTg/o.jpg,False,"{'address1': '12200 Artesia Blvd', 'address2': '', 'address3': None, 'city': 'Artesia', 'zip_code': '90701', 'country': 'US', 'state': 'CA', 'display_address': ['12200 Artesia Blvd', 'Artesia, CA 90701']}",7-Eleven,15624022333.0,$,2.5,25,[],https://www.yelp.com/biz/7-eleven-artesia-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.072338849306,33.8726581493366
12,dapuri-malaysian-white-coffee-santa-fe-springs,['coffee'],"{'latitude': 33.88565, 'longitude': -118.03058}",(562) 363-5372,1263.3211352169396,b2domRSPAeUIP9lEARAYMQ,https://s3-media1.fl.yelpcdn.com/bphoto/uPbQGLX77Bhb4bnH0p34Rw/o.jpg,False,"{'address1': '14111 Freeway Dr', 'address2': 'Ste 300', 'address3': '', 'city': 'Santa Fe Springs', 'zip_code': '90670', 'country': 'US', 'state': 'CA', 'display_address': ['14111 Freeway Dr', 'Ste 300', 'Santa Fe Springs, CA 90670']}",Dapuri Malaysian White Coffee,15623635372.0,$,5.0,1,[],https://www.yelp.com/biz/dapuri-malaysian-white-coffee-santa-fe-springs?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.03058,33.88565
13,starbucks-santa-fe-springs-7,['coffee'],"{'latitude': 33.887704, 'longitude': -118.029368}",(562) 483-6051,1369.136151378255,g2ldfV2yjU-Yd7r0H-Lh3g,https://s3-media2.fl.yelpcdn.com/bphoto/r6Ct_pNr_NtwkAziPHEbEw/o.jpg,False,"{'address1': '15905 Valley View Avenue', 'address2': '', 'address3': '', 'city': 'Santa Fe Springs', 'zip_code': '90670', 'country': 'US', 'state': 'CA', 'display_address': ['15905 Valley View Avenue', 'Santa Fe Springs, CA 90670']}",Starbucks,15624836051.0,$$,2.5,95,[],https://www.yelp.com/biz/starbucks-santa-fe-springs-7?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.029368,33.887704
14,koupa-cafe-santa-fe-springs,"['greek', 'coffee', 'sandwiches']","{'latitude': 33.8997929, 'longitude': -118.0292849}",(562) 926-2411,1804.023164192088,p4gvFD_YBgLMUY3cye-qbQ,https://s3-media4.fl.yelpcdn.com/bphoto/Lm6Fy0lb3Sxszquz2RUhtA/o.jpg,False,"{'address1': '14565 Valley View Ave', 'address2': None, 'address3': None, 'city': 'Santa Fe Springs', 'zip_code': '90670', 'country': 'US', 'state': 'CA', 'display_address': ['14565 Valley View Ave', 'Santa Fe Springs, CA 90670']}",Koupa Cafe,15629262411.0,$,5.0,42,[],https://www.yelp.com/biz/koupa-cafe-santa-fe-springs?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.0292849,33.8997929
15,the-greenhouse-santa-fe-springs,['coffee'],"{'latitude': 33.8856984724873, 'longitude': -118.03253200641}",(562) 407-3700,1214.7394576174786,BimMFJr3R9_t3CKVLxDvwA,,False,"{'address1': '14050 Firestone Blvd', 'address2': None, 'address3': None, 'city': 'Santa Fe Springs', 'zip_code': '90670', 'country': 'US', 'state': 'CA', 'display_address': ['14050 Firestone Blvd', 'Santa Fe Springs, CA 90670']}",The Greenhouse,15624073700.0,,2.0,1,[],https://www.yelp.com/biz/the-greenhouse-santa-fe-springs?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.03253200641,33.8856984724873
16,7-eleven-santa-fe-springs-4,"['convenience', 'coffee']","{'latitude': 33.9020948608496, 'longitude': -118.029573708773}",(562) 926-3196,1995.9407068593455,dGF6QT9OG5e1PmyX_hqvpQ,https://s3-media4.fl.yelpcdn.com/bphoto/x6Wk3CGCFmyorERzpNeVBQ/o.jpg,False,"{'address1': '14156 Rosecrans Ave', 'address2': '', 'address3': '', 'city': 'Santa Fe Springs', 'zip_code': '90670', 'country': 'US', 'state': 'CA', 'display_address': ['14156 Rosecrans Ave', 'Santa Fe Springs, CA 90670']}",7-Eleven,15629263196.0,$,3.5,11,[],https://www.yelp.com/biz/7-eleven-santa-fe-springs-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.029573708773,33.9020948608496
17,mcdonalds-santa-fe-springs,"['hotdogs', 'burgers', 'coffee']","{'latitude': 33.901678, 'longitude': -118.029534}",(562) 926-7831,1964.4424613390447,WPBfQB65UzuKrNRrDDTrGA,https://s3-media1.fl.yelpcdn.com/bphoto/itNAhCligneB4M2ls6mzcA/o.jpg,False,"{'address1': '14317 Valley View Ave', 'address2': '', 'address3': '', 'city': 'Santa Fe Springs', 'zip_code': '90670', 'country': 'US', 'state': 'CA', 'display_address': ['14317 Valley View Ave', 'Santa Fe Springs, CA 90670']}",McDonald's,15629267831.0,$,2.5,59,[],https://www.yelp.com/biz/mcdonalds-santa-fe-springs?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.029534,33.901678
18,civitas-coffee-la-mirada,"['coffee', 'bakeries', 'kombucha']","{'latitude': 33.9023351, 'longitude': -118.0282428}",(562) 351-1165,1498.1535036449607,is4heq_6pmiwr1XuV9Zdkg,https://s3-media4.fl.yelpcdn.com/bphoto/MRgwhOQuuq-Tads7qgmgVQ/o.jpg,False,"{'address1': '14218 Rosecrans Ave', 'address2': 'Unit 1/2', 'address3': '', 'city': 'La Mirada', 'zip_code': '90638', 'country': 'US', 'state': 'CA', 'display_address': ['14218 Rosecrans Ave', 'Unit 1/2', 'La Mirada, CA 90638']}",Civitas Coffee,15623511165.0,$,5.0,54,[],https://www.yelp.com/biz/civitas-coffee-la-mirada?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.0282428,33.9023351
19,cassidys-corner-cafe-la-mirada-2,"['bagels', 'coffee']","{'latitude': 33.8954613748252, 'longitude': -118.008089034456}",(714) 522-0300,1079.5410909951518,NsPM5KjgisOlQLDwNmeUUw,https://s3-media4.fl.yelpcdn.com/bphoto/LhqqMxVpPkIfWmIgv0p_-w/o.jpg,False,"{'address1': '15010 La Mirada Blvd', 'address2': '', 'address3': '', 'city': 'La Mirada', 'zip_code': '90638', 'country': 'US', 'state': 'CA', 'display_address': ['15010 La Mirada Blvd', 'La Mirada, CA 90638']}",Cassidy's Corner Cafe,17145220300.0,$,4.0,101,[],https://www.yelp.com/biz/cassidys-corner-cafe-la-mirada-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.008089034456,33.8954613748252
20,starbucks-la-mirada-8,['coffee'],"{'latitude': 33.898364, 'longitude': -118.006722}",(714) 523-7809,1400.2047716098368,fmbQKC6uoEjeCkK4f1vKhQ,https://s3-media4.fl.yelpcdn.com/bphoto/IPZ-76cm6ruZ_3A_hnfeDw/o.jpg,False,"{'address1': '15220 Rosecrans Avenue', 'address2': '120', 'address3': None, 'city': 'La Mirada', 'zip_code': '90638', 'country': 'US', 'state': 'CA', 'display_address': ['15220 Rosecrans Avenue', '120', 'La Mirada, CA 90638']}",Starbucks,17145237809.0,$,3.5,94,[],https://www.yelp.com/biz/starbucks-la-mirada-8?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.006722,33.898364
21,7-eleven-la-mirada,"['convenience', 'coffee']","{'latitude': 33.8879093, 'longitude': -118.010758}",(714) 994-4743,551.3593008647935,FLFcFtOGNUe9URSDbGeURw,https://s3-media4.fl.yelpcdn.com/bphoto/zzWU6qeponRDaSzLXBDa5A/o.jpg,False,"{'address1': '15006 Alondra Blvd', 'address2': '', 'address3': '', 'city': 'La Mirada', 'zip_code': '90638', 'country': 'US', 'state': 'CA', 'display_address': ['15006 Alondra Blvd', 'La Mirada, CA 90638']}",7-Eleven,17149944743.0,$,4.0,20,[],https://www.yelp.com/biz/7-eleven-la-mirada?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.010758,33.8879093
22,common-grounds-biola-university-la-mirada,['coffee'],"{'latitude': 33.905995067639, 'longitude': -118.01434349659}",,1920.6088720713958,23KL3q7exxUcSD2fETrarw,https://s3-media2.fl.yelpcdn.com/bphoto/isXZ4sQ1zg_JLnXlq_88SA/o.jpg,False,"{'address1': '13800 Biola Ave', 'address2': '', 'address3': '', 'city': 'La Mirada', 'zip_code': '90638', 'country': 'US', 'state': 'CA', 'display_address': ['13800 Biola Ave', 'La Mirada, CA 90638']}",Common Grounds @ Biola University,,$,3.5,12,[],https://www.yelp.com/biz/common-grounds-biola-university-la-mirada?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.01434349659,33.905995067639
24,energy-haus-long-beach,"['reiki', 'spiritual_shop', 'coffee']","{'latitude': 33.76421, 'longitude': -118.15339}",(562) 506-5386,18750.866139194342,7A7czRDduVGb4javOVXWdQ,https://s3-media2.fl.yelpcdn.com/bphoto/bOQGGU6Ve9g-86TN0rPIyQ/o.jpg,False,"{'address1': '3300 E Broadway', 'address2': '', 'address3': '', 'city': 'Long Beach', 'zip_code': '90803', 'country': 'US', 'state': 'CA', 'display_address': ['3300 E Broadway', 'Long Beach, CA 90803']}",Energy Haus,15625065386.0,,5.0,8,[],https://www.yelp.com/biz/energy-haus-long-beach?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.15339,33.76421
26,hygge-coffee-la-mirada,"['coffee', 'sandwiches']","{'latitude': 33.8907577343606, 'longitude': -118.001531998773}",(714) 735-8533,247.44199546347144,hzWvHhRlXhfl0PZaMAECcA,https://s3-media3.fl.yelpcdn.com/bphoto/ZvICdfIK4yeiMPoUd01J_Q/o.jpg,False,"{'address1': '15536 La Mirada Blvd', 'address2': None, 'address3': '', 'city': 'La Mirada', 'zip_code': '90638', 'country': 'US', 'state': 'CA', 'display_address': ['15536 La Mirada Blvd', 'La Mirada, CA 90638']}",Hygge Coffee,17147358533.0,,5.0,45,[],https://www.yelp.com/biz/hygge-coffee-la-mirada?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.001531998773,33.8907577343606
27,stereoscope-coffee-company-buena-park,['coffee'],"{'latitude': 33.8952587, 'longitude': -117.9875992}",(714) 747-5572,1580.7891674674831,GDWrirgR_UXLEjxA5XX4lg,https://s3-media2.fl.yelpcdn.com/bphoto/MgBZ8sIWNPvdDKzXxvmttw/o.jpg,False,"{'address1': '4542 Beach Blvd', 'address2': '', 'address3': '', 'city': 'Buena Park', 'zip_code': '90621', 'country': 'US', 'state': 'CA', 'display_address': ['4542 Beach Blvd', 'Buena Park, CA 90621']}",Stereoscope Coffee Company,17147475572.0,$$,4.5,504,[],https://www.yelp.com/biz/stereoscope-coffee-company-buena-park?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.9875992,33.8952587
28,cafÃ©-wish-buena-park-3,"['coffee', 'cafes', 'waffles']","{'latitude': 33.88365, 'longitude': -117.99504}",(714) 752-6986,924.1885468066347,7oSOrtLdD_N8sxwNWC3r5g,https://s3-media2.fl.yelpcdn.com/bphoto/yoT4iW6JdlC4AusoOFEVpg/o.jpg,False,"{'address1': '5300 Beach Blvd', 'address2': 'Ste 108', 'address3': None, 'city': 'Buena Park', 'zip_code': '90621', 'country': 'US', 'state': 'CA', 'display_address': ['5300 Beach Blvd', 'Ste 108', 'Buena Park, CA 90621']}",CafÃ© Wish,17147526986.0,$,4.5,79,[],https://www.yelp.com/biz/caf%C3%A9-wish-buena-park-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.99504,33.88365
29,sobok-buena-park,"['desserts', 'icecream', 'coffee']","{'latitude': 33.8821850427993, 'longitude': -117.995923738662}",(714) 614-4489,978.21461676457,afbx29VYoGoRZ0WIa-kb6A,https://s3-media2.fl.yelpcdn.com/bphoto/Etf2Y2QnCx64SOTDwP7z-Q/o.jpg,False,"{'address1': '5444 Beach Blvd', 'address2': None, 'address3': '', 'city': 'Buena Park', 'zip_code': '90621', 'country': 'US', 'state': 'CA', 'display_address': ['5444 Beach Blvd', 'Buena Park, CA 90621']}",Sobok,17146144489.0,,4.5,196,[],https://www.yelp.com/biz/sobok-buena-park?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.995923738662,33.8821850427993
30,cocohodo-buena-park-2,"['desserts', 'coffee', 'shavedice']","{'latitude': 33.883739717799, 'longitude': -117.997520640492}",(714) 994-5965,751.0372239779023,VrLY2RmGhLGcxC1zY6_kRA,https://s3-media1.fl.yelpcdn.com/bphoto/PYMeJypOsBgzTAKzi7Vazg/o.jpg,False,"{'address1': '5327 Beach Blvd', 'address2': None, 'address3': '', 'city': 'Buena Park', 'zip_code': '90621', 'country': 'US', 'state': 'CA', 'display_address': ['5327 Beach Blvd', 'Buena Park, CA 90621']}",Cocohodo,17149945965.0,$,4.5,134,[],https://www.yelp.com/biz/cocohodo-buena-park-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.997520640492,33.883739717799
31,85-c-bakery-cafe-buena-park,"['coffee', 'bakeries', 'cakeshop']","{'latitude': 33.8860573, 'longitude': -117.9961808}",(714) 670-8585,690.2171321872412,rb2Om4pCxRUV6VtTgPC4pQ,https://s3-media2.fl.yelpcdn.com/bphoto/F0Ka1byVQaPGUhsIRY_HYA/o.jpg,False,"{'address1': '5151 Beach Blvd', 'address2': 'Ste C', 'address3': '', 'city': 'Buena Park', 'zip_code': '90621', 'country': 'US', 'state': 'CA', 'display_address': ['5151 Beach Blvd', 'Ste C', 'Buena Park, CA 90621']}",85Â°C Bakery Cafe,17146708585.0,$,3.5,466,[],https://www.yelp.com/biz/85-c-bakery-cafe-buena-park?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.9961808,33.8860573
32,modoo-donuts-buena-park,"['donuts', 'coffee', 'sandwiches']","{'latitude': 33.88263, 'longitude': -117.99794}",(714) 523-7700,822.4311941846727,s0zLLa2jEDpMmnW0Ka8J7w,https://s3-media2.fl.yelpcdn.com/bphoto/9tGTCSqSSKxz7KyLJY-sjQ/o.jpg,False,"{'address1': '5411 Beach Blvd', 'address2': '', 'address3': '', 'city': 'Buena Park', 'zip_code': '90621', 'country': 'US', 'state': 'CA', 'display_address': ['5411 Beach Blvd', 'Buena Park, CA 90621']}",Modoo Donuts,17145237700.0,$,3.5,189,[],https://www.yelp.com/biz/modoo-donuts-buena-park?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.99794,33.88263
33,sul-and-beans-buena-park-2,"['korean', 'shavedice', 'coffee']","{'latitude': 33.88236, 'longitude': -117.99768}",(657) 529-1060,834.6770280040074,0Fwru4dJy0deYc2m0Ox3dg,https://s3-media1.fl.yelpcdn.com/bphoto/Da3iQzIJAhm1kQ4cVBRXeA/o.jpg,False,"{'address1': '5427 Beach Blvd', 'address2': '', 'address3': None, 'city': 'Buena Park', 'zip_code': '90621', 'country': 'US', 'state': 'CA', 'display_address': ['5427 Beach Blvd', 'Buena Park, CA 90621']}",Sul & Beans,16575291060.0,$,3.5,382,[],https://www.yelp.com/biz/sul-and-beans-buena-park-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.99768,33.88236
34,paris-baguette-buena-park,"['bakeries', 'coffee', 'cakeshop']","{'latitude': 33.8844698461477, 'longitude': -117.997662696834}",(714) 670-0044,682.6498320688456,zJ_1keOVD4a5DabhosbbbA,https://s3-media1.fl.yelpcdn.com/bphoto/ghILMqsBwa5cWAaZH_sC4A/o.jpg,False,"{'address1': '5307 Beach Blvd', 'address2': 'Ste 108', 'address3': '', 'city': 'Buena Park', 'zip_code': '90621', 'country': 'US', 'state': 'CA', 'display_address': ['5307 Beach Blvd', 'Ste 108', 'Buena Park, CA 90621']}",Paris Baguette,17146700044.0,$,4.0,251,[],https://www.yelp.com/biz/paris-baguette-buena-park?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-117.997662696834,33.8844698461477
